riderName, position, points, sponsors, age, nationality, stance, height, residence, resort, website, facebook, twitter  
Redmond Gerard,  1,  882.98, Burton Snowboards | Celtek | Mountain Dew | Von Zipper | Wend Wax | Woodward Copper | , 20, USA, Regular, 5ft.4in., Silverthorne, Copper, www.redgerard.net, www.facebook.com/redgerard, www.twitter.com/@RedmondGerard, , , , 
Ville Ikola,  542,  68.95, , , FIN, , , , , , , , , , , 
Griffin Levy,  543,  68.93, , , CAN, , , , , , , , , , , 
Charlie Bergantino,  544,  68.88, , , USA, , , , , , , , , , , 
Joyal Vincent,  545,  68.86, , , CAN, , , , , , , , , , , 
Thom Vogel,  546,  68.8, , , NED, , , , , , , , , , , 
Wesley Muresan,  547,  68.58, , , USA, , , , , , , , , , , 
Vicente Banados,  548,  68.31, , , CHI, , , , , , , , , , , 
Keitaro Hiraoka,  549,  67.81, , 21, JPN, Regular, 160cm, Osaka, Whistler, , https://www.facebook.com/profile.php?id=100005018760366&fref=ts, , , , , 
Jan Golinczak,  550,  67.58, , 13, POL, Goofy, , Warsaw, , , , , , , , 
Petter Karoliussen,  501,  77.97, , , NOR, , , , , , , , , , , 
Ethan Inman,  502,  77.91, , , CAN, , , , , , , , , , , 
Jonas Kroell,  503,  77.69, , , AUT, , , , , , , , , , , 
Pedro Pizarro,  504,  77.62, , , CHI, , , , , , , , , , , 
Toranosuke Yonemura,  505,  77.34, , , JPN, , , , , , , , , , , 
Derek Lemke,  506,  77.15, , , USA, , , , , , , , , , , 
Markus Vognild Rustad,  507,  77.02, , 24, NOR, Regular, , Oslo, , , , , , , , 
Paul Pfrommer,  508,  76.95, , , GER, , , , , , , , , , , 
Chase Argue,  509,  76.93, , , CAN, , , , , , , , , , , 
Miki Pajer,  510,  76.81, Analog | Anon Optics | Burton Snowboards | , 23, CZE, Goofy, , , , , , , , , , 
Amar Karahasanovic,  511,  76.5, , , BIH, , , , , , , , , , , 
Hyobin Kim,  512,  76.38, , , KOR, , , , , , , , , , , 
Indiana Wilson,  513,  76.23, , , CAN, , , , , , , , , , , 
Carter Kaemingh,  514,  76.08, , , CAN, , , , , , , , , , , 
Ville Jukola,  515,  75.88, , , FIN, , , , , , , , , , , 
Niels Billiet,  516,  75.55, , , BEL, , , , , , , , , , , 
Samu Ahonen,  517,  75.44, , , FIN, , , , , , , , , , , 
Teruki Yoshida,  518,  75.41, , , JPN, , , , , , , , , , , 
Alexander Dale Nyqvist,  519,  75.08, , , NOR, , , , , , , , , , , 
Jalen Brandsoy,  520,  74.16, , , USA, , , , , , , , , , , 
Lewis Moore,  521,  74.05, , , GBR, , , , , , , , , , , 
Maximilian Bender,  522,  73.75, , , GER, , , , , , , , , , , 
Birkir Thor Arason,  523,  73.73, , , ISL, , , , , , , , , , , 
Lasse Steffensen,  524,  73.48, , , NOR, , , , , , , , , , , 
Karlo Deriban,  525,  73.47, , , MKD, , , , , , , , , , , 
Harald Gietzler,  526,  73.4, , , AUT, , , , , , , , , , , 
Daniel Paulicek,  527,  73.26, , 27, CZE, , , , , , , , , , , 
Edis Ozturk,  528,  72.52, , , BIH, , , , , , , , , , , 
Tate Schiele,  529,  72.52, , , CAN, , , , , , , , , , , 
Keita Fukami,  530,  71.93, , , JPN, , , , , , , , , , , 
Lukas Leuenberger,  531,  71.85, , , SUI, , , , , , , , , , , 
Cobi Campbell,  532,  71.42, , , CAN, , , , , , , , , , , 
Jet Hughes,  533,  71.4, , , NZL, , , , , , , , , , , 
Nahuel Springinsfeld,  534,  71.18, , , ARG, , , , , , , , , , , 
Kwang-Ki Lee,  534,  71.18, , 27, KOR, Goofy, 155cm, Gyeonggi-Do, , , , , , , , 
Jayce Downs,  536,  70.68, , , CAN, , , , , , , , , , , 
Evan Wrobel,  537,  70.42, , , USA, , , , , , , , , , , 
Zebastian Landmark,  538,  70.03, 32 Snowboard Boots | Lib Technologies | Union Bindings | , 29, SWE, Regular, 189, Leksand, kläppen, , , , , , , 
Baptiste Couderc,  539,  69.73, , , FRA, , , , , , , , , , , 
Gytis Vebra,  540,  69.66, , , LTU, , , , , , , , , , , 
Haavard Hagen,  541,  69.47, , , NOR, , , , , , , , , , , 
Ville Ikola,  542,  68.95, , , FIN, , , , , , , , , , , 
Griffin Levy,  543,  68.93, , , CAN, , , , , , , , , , , 
Charlie Bergantino,  544,  68.88, , , USA, , , , , , , , , , , 
Joyal Vincent,  545,  68.86, , , CAN, , , , , , , , , , , 
Thom Vogel,  546,  68.8, , , NED, , , , , , , , , , , 
Wesley Muresan,  547,  68.58, , , USA, , , , , , , , , , , 
Vicente Banados,  548,  68.31, , , CHI, , , , , , , , , , , 
Keitaro Hiraoka,  549,  67.81, , 21, JPN, Regular, 160cm, Osaka, Whistler, , https://www.facebook.com/profile.php?id=100005018760366&fref=ts, , , , , 
Jan Golinczak,  550,  67.58, , 13, POL, Goofy, , Warsaw, , , , , , , , 
Kalle Repo,  551,  67.52, , , FIN, , , , , , , , , , , 
Jeremy Toews,  552,  67.51, , , CAN, , , , , , , , , , , 
Valetino Guseli,  553,  66.67, Never Summer | Volcom | , 15, AUS, Regular, , Red Hill, , , , , , , , 
Nico Winkler,  553,  66.67, , 18, AUT, Regular, , Jenbach, Ziller Valley, nicowinkler.com, , , , , , 
Niclas Bothe,  553,  66.67, , 18, GER, Goofy, , , , , , , , , , 
Kael Hill,  553,  66.67, DC | Endeavor | Spy | , 30, CAN, Goofy, 5ft.7, Cochrane, , , , , , , , 
Faris Biogradlic,  553,  66.67, , , BIH, , , , , , , , , , , 
Jake Adams,  553,  66.67, , , CAN, , , , , , , , , , , 
Nahuel Tagliaferro,  559,  66.61, , , AND, , , , , , , , , , , 
Leo Bietenholz,  560,  66.38, , , SUI, , , , , , , , , , , 
Kolbeinn Thor Finnsson,  561,  66.29, , , ISL, , , , , , , , , , , 
Ethan Rawdon-Harris,  562,  66.1, , , CAN, , , , , , , , , , , 
Rhys Strobel,  563,  65.67, , , CAN, , , , , , , , , , , 
Rocco Jamieson,  564,  65.64, , , NZL, , , , , , , , , , , 
Julian Sverresvold,  565,  65.43, , , NOR, , , , , , , , , , , 
Haruka Konuma,  566,  65.17, , , JPN, , , , , , , , , , , 
Vladislav Edelman,  567,  65.03, , , SRB, , , , , , , , , , , 
Nicolas Schütz,  568,  64.9, , , SUI, , , , , , , , , , , 
Max Rokosh,  569,  64.58, , , CAN, , , , , , , , , , , 
Timon Matena,  570,  64.5, , , CZE, , , , , , , , , , , 
Yua Kakimoto,  571,  64.31, , , JPN, , , , , , , , , , , 
Benjamin Yanez,  572,  64.07, , 17, CHI, , , , , , , , , , , 
Nolan Hoenie,  573,  63.66, , , USA, , , , , , , , , , , 
Ignasio Perez Guerra,  574,  63.57, , , AND, , , , , , , , , , , 
Karl Urquhart,  575,  63.07, , , CAN, , , , , , , , , , , 
Michael Dammert,  576,  63.04, , , GER, , , , , , , , , , , 
Bojan Skenderovski,  577,  62.63, , , MKD, , , , , , , , , , , 
Sam Fawcett,  578,  62.03, , , CAN, , , , , , , , , , , 
Shoki Yasue,  579,  61.68, , , JPN, , , , , , , , , , , 
Astvaldur Ari Gudmundsson,  580,  61.59, , , ISL, , , , , , , , , , , 
Yoonjae Choi,  581,  61.55, , , KOR, , , , , , , , , , , 
Vinson Chen,  581,  61.55, , , AUS, , , , , , , , , , , 
Gunnar Bergstrom,  583,  61.18, , , USA, , , , , , , , , , , 
Leonardo Cerato,  584,  60.94, , , AUT, , , , , , , , , , , 
Aidan Mahoney,  585,  60.89, , , USA, , , , , , , , , , , 
Evan Hunter,  586,  60.83, , , CAN, , , , , , , , , , , 
Keegan Hosefros,  587,  60.75, Dragon | Ride Snowboards | , 21, USA, Regular, 135, Truckee, Sugarbush| Vermont, , Keegan Hosefros, , , , , 
Honorio Le Fur,  588,  60.73, , , FRA, , , , , , , , , , , 
Tenshin Nishizawa,  589,  60.47, , , JPN, , , , , , , , , , , 
Tomas Arnason,  590,  60.19, , , ISL, , , , , , , , , , , 
Fin Bremner,  591,  59.94,  | , 21, GBR, Goofy, 5ft 9, Aberdeen, Cairngorm Mountains| Scotland, www.finbremner.com, , www.twitter.com/finbremner, , , , 
Nikita Avtaneev,  592,  59.82, Burton Snowboards | , 25, RUS, Goofy, , , , , , , , , , 
Niko Pavlakos,  593,  59.7, , , CAN, , , , , , , , , , , 
Cole Silverthorn,  594,  59.68, , 17, CAN, Goofy, , , , , , , , , , 
Matt McCarthy,  595,  59.62, , , CAN, , , , , , , , , , , 
Josh Shegelman,  596,  59.54, , , CAN, , , , , , , , , , , 
Finlay Buttle,  597,  59.37, , , GBR, , , , , , , , , , , 
Ryoma Saito,  598,  59.19, , , JPN, , , , , , , , , , , 
Lotz Peter,  599,  59.1, , , GER, , , , , , , , , , , 
Uladzislau Andrasovich,  600,  59.08, , , BLR, , , , , , , , , , , 
Bailey Seymour,  601,  58.93, , 18, CAN, , , , , , , , , , , 
Olle Hed,  602,  58.88, , , SWE, , , , , , , , , , , 
Gage Selzler,  603,  58.83, , , CAN, , , , , , , , , , , 
Lys Fedorowycz,  604,  58.69, , , USA, , , , , , , , , , , 
Arnor Dagur Thoroddsson,  605,  58.68, , , ISL, , , , , , , , , , , 
Dayton Jones,  606,  58.66, , , CAN, , , , , , , , , , , 
Aron Snorri Davidsson,  607,  58.61, , , ISL, , , , , , , , , , , 
Romain Allemand,  608,  58.52, , , FRA, , , , , , , , , , , 
Zak Baikie,  609,  58.38, , , NZL, , , , , , , , , , , 
Ozbe Kuhar,  610,  57.92, , , SLO, , , , , , , , , , , 
Ole Christian Hagen,  611,  57.77, DC | Von Zipper | , 25, NOR, Regular, 175 cm, Kongsberg, Kongsberg, , , , , , , 
Phillip Hernler,  612,  57.64, , , AUT, , , , , , , , , , , 
Campbell Melville Ives,  613,  57.59, , , NZL, , , , , , , , , , , 
Connor George,  614,  57.56, , , CAN, , , , , , , , , , , 
Gabriel Sequeira,  615,  57.52, , , CAN, , , , , , , , , , , 
Liam Tynan,  616,  57.48, , , GBR, , , , , , , , , , , 
Aris Kyriazis,  617,  57.34, , , GER, , , , , , , , , , , 
Ryder Bollock,  618,  56.81, , , USA, , , , , , , , , , , 
Nagisa Fukada,  619,  56.72, , , JPN, , , , , , , , , , , 
London Albrecht,  620,  56.63, , , USA, , , , , , , , , , , 
Philip Landmark,  621,  56.63, 32 Snowboard Boots | Gnu | Icon Snowboards | , 28, SWE, Regular, , Leksand, , , , , , , , 
Tino Stojak,  622,  56.46, , , CRO, , , , , , , , , , , 
Kaleb Woodworth,  623,  56.02, , , CAN, , , , , , , , , , , 
Garrett Henderson,  624,  55.61, , , USA, , , , , , , , , , , 
Neko Reimer,  625,  55.55, , , NZL, , , , , , , , , , , 
Jake Niwa,  626,  55.54, , , CAN, , , , , , , , , , , 
Noah Brown,  627,  55.54, , , USA, , , , , , , , , , , 
Adam Djunaedi,  628,  55.43, , , CAN, , , , , , , , , , , 
Jonathan Loor Kutmon,  629,  55.33, , , AUT, , , , , , , , , , , 
Nicky Deltrap,  630,  54.94, , , NED, , , , , , , , , , , 
Shuhei Kiyomizu,  631,  54.84, , , JPN, , , , , , , , , , , 
Kota Iwasaki,  632,  54.76, , , JPN, , , , , , , , , , , 
Yuuma Ogawa,  633,  54.6, , 29, JPN, Regular, 169, Yokohama, hotakabokujyou skiing area, , , , , , , 
Jesse Willemsen,  634,  54.49, , , NED, , , , , , , , , , , 
Mitchell Krogt  Van Der,  635,  54.22, , , NED, , , , , , , , , , , 
Shu Tomabechi,  636,  54.19, , , JPN, , , , , , , , , , , 
Konrad Sonne,  637,  54.12, , , AUT, , , , , , , , , , , 
Felipe Banados,  638,  53.77, , , CHI, , , , , , , , , , , 
Yuki Ito,  639,  53.74, , , JPN, , , , , , , , , , , 
Mihail Minkov,  640,  53.35, , 16, BUL, , , , , , , , , , , 
Haavard Kongshem,  641,  52.97, , , NOR, , , , , , , , , , , 
Jonas Hasler,  642,  52.82, , , SUI, , , , , , , , , , , 
Colton McHatten,  643,  52.63, , , CAN, , , , , , , , , , , 
Daniel Volopich,  644,  52.48, , , CZE, , , , , , , , , , , 
Darek Bergmann,  645,  52.41,  | , 29, CZE, Regular, , Príchovice, , , , , , , , 
Marko Petrovski,  646,  52.23, , , MKD, , , , , , , , , , , 
Tim Gustavsson,  647,  51.53, , , NOR, , , , , , , , , , , 
Facundo Catriel Mendolia,  648,  51.38, , , ARG, , , , , , , , , , , 
Trey Montalvo,  649,  51.3, , , CAN, , , , , , , , , , , 
Martin Jozsa,  650,  51.24, , , SVK, , , , , , , , , , , 
Bailey Seymour,  601,  58.93, , 18, CAN, , , , , , , , , , , 
Olle Hed,  602,  58.88, , , SWE, , , , , , , , , , , 
Gage Selzler,  603,  58.83, , , CAN, , , , , , , , , , , 
Lys Fedorowycz,  604,  58.69, , , USA, , , , , , , , , , , 
Arnor Dagur Thoroddsson,  605,  58.68, , , ISL, , , , , , , , , , , 
Dayton Jones,  606,  58.66, , , CAN, , , , , , , , , , , 
Aron Snorri Davidsson,  607,  58.61, , , ISL, , , , , , , , , , , 
Romain Allemand,  608,  58.52, , , FRA, , , , , , , , , , , 
Zak Baikie,  609,  58.38, , , NZL, , , , , , , , , , , 
Ozbe Kuhar,  610,  57.92, , , SLO, , , , , , , , , , , 
Ole Christian Hagen,  611,  57.77, DC | Von Zipper | , 25, NOR, Regular, 175 cm, Kongsberg, Kongsberg, , , , , , , 
Phillip Hernler,  612,  57.64, , , AUT, , , , , , , , , , , 
Campbell Melville Ives,  613,  57.59, , , NZL, , , , , , , , , , , 
Connor George,  614,  57.56, , , CAN, , , , , , , , , , , 
Gabriel Sequeira,  615,  57.52, , , CAN, , , , , , , , , , , 
Liam Tynan,  616,  57.48, , , GBR, , , , , , , , , , , 
Aris Kyriazis,  617,  57.34, , , GER, , , , , , , , , , , 
Ryder Bollock,  618,  56.81, , , USA, , , , , , , , , , , 
Nagisa Fukada,  619,  56.72, , , JPN, , , , , , , , , , , 
London Albrecht,  620,  56.63, , , USA, , , , , , , , , , , 
Philip Landmark,  621,  56.63, 32 Snowboard Boots | Gnu | Icon Snowboards | , 28, SWE, Regular, , Leksand, , , , , , , , 
Tino Stojak,  622,  56.46, , , CRO, , , , , , , , , , , 
Kaleb Woodworth,  623,  56.02, , , CAN, , , , , , , , , , , 
Garrett Henderson,  624,  55.61, , , USA, , , , , , , , , , , 
Neko Reimer,  625,  55.55, , , NZL, , , , , , , , , , , 
Jake Niwa,  626,  55.54, , , CAN, , , , , , , , , , , 
Noah Brown,  627,  55.54, , , USA, , , , , , , , , , , 
Adam Djunaedi,  628,  55.43, , , CAN, , , , , , , , , , , 
Jonathan Loor Kutmon,  629,  55.33, , , AUT, , , , , , , , , , , 
Nicky Deltrap,  630,  54.94, , , NED, , , , , , , , , , , 
Shuhei Kiyomizu,  631,  54.84, , , JPN, , , , , , , , , , , 
Kota Iwasaki,  632,  54.76, , , JPN, , , , , , , , , , , 
Yuuma Ogawa,  633,  54.6, , 29, JPN, Regular, 169, Yokohama, hotakabokujyou skiing area, , , , , , , 
Jesse Willemsen,  634,  54.49, , , NED, , , , , , , , , , , 
Mitchell Krogt  Van Der,  635,  54.22, , , NED, , , , , , , , , , , 
Shu Tomabechi,  636,  54.19, , , JPN, , , , , , , , , , , 
Konrad Sonne,  637,  54.12, , , AUT, , , , , , , , , , , 
Felipe Banados,  638,  53.77, , , CHI, , , , , , , , , , , 
Yuki Ito,  639,  53.74, , , JPN, , , , , , , , , , , 
Mihail Minkov,  640,  53.35, , 16, BUL, , , , , , , , , , , 
Haavard Kongshem,  641,  52.97, , , NOR, , , , , , , , , , , 
Jonas Hasler,  642,  52.82, , , SUI, , , , , , , , , , , 
Colton McHatten,  643,  52.63, , , CAN, , , , , , , , , , , 
Daniel Volopich,  644,  52.48, , , CZE, , , , , , , , , , , 
Darek Bergmann,  645,  52.41,  | , 29, CZE, Regular, , Príchovice, , , , , , , , 
Marko Petrovski,  646,  52.23, , , MKD, , , , , , , , , , , 
Tim Gustavsson,  647,  51.53, , , NOR, , , , , , , , , , , 
Facundo Catriel Mendolia,  648,  51.38, , , ARG, , , , , , , , , , , 
Trey Montalvo,  649,  51.3, , , CAN, , , , , , , , , , , 
Martin Jozsa,  650,  51.24, , , SVK, , , , , , , , , , , 
Bailey Seymour,  601,  58.93, , 18, CAN, , , , , , , , , , , 
Olle Hed,  602,  58.88, , , SWE, , , , , , , , , , , 
Gage Selzler,  603,  58.83, , , CAN, , , , , , , , , , , 
Lys Fedorowycz,  604,  58.69, , , USA, , , , , , , , , , , 
Arnor Dagur Thoroddsson,  605,  58.68, , , ISL, , , , , , , , , , , 
Dayton Jones,  606,  58.66, , , CAN, , , , , , , , , , , 
Aron Snorri Davidsson,  607,  58.61, , , ISL, , , , , , , , , , , 
Romain Allemand,  608,  58.52, , , FRA, , , , , , , , , , , 
Zak Baikie,  609,  58.38, , , NZL, , , , , , , , , , , 
Ozbe Kuhar,  610,  57.92, , , SLO, , , , , , , , , , , 
Ole Christian Hagen,  611,  57.77, DC | Von Zipper | , 25, NOR, Regular, 175 cm, Kongsberg, Kongsberg, , , , , , , 
Phillip Hernler,  612,  57.64, , , AUT, , , , , , , , , , , 
Campbell Melville Ives,  613,  57.59, , , NZL, , , , , , , , , , , 
Connor George,  614,  57.56, , , CAN, , , , , , , , , , , 
Gabriel Sequeira,  615,  57.52, , , CAN, , , , , , , , , , , 
Liam Tynan,  616,  57.48, , , GBR, , , , , , , , , , , 
Aris Kyriazis,  617,  57.34, , , GER, , , , , , , , , , , 
Ryder Bollock,  618,  56.81, , , USA, , , , , , , , , , , 
Nagisa Fukada,  619,  56.72, , , JPN, , , , , , , , , , , 
London Albrecht,  620,  56.63, , , USA, , , , , , , , , , , 
Philip Landmark,  621,  56.63, 32 Snowboard Boots | Gnu | Icon Snowboards | , 28, SWE, Regular, , Leksand, , , , , , , , 
Tino Stojak,  622,  56.46, , , CRO, , , , , , , , , , , 
Kaleb Woodworth,  623,  56.02, , , CAN, , , , , , , , , , , 
Garrett Henderson,  624,  55.61, , , USA, , , , , , , , , , , 
Neko Reimer,  625,  55.55, , , NZL, , , , , , , , , , , 
Jake Niwa,  626,  55.54, , , CAN, , , , , , , , , , , 
Noah Brown,  627,  55.54, , , USA, , , , , , , , , , , 
Adam Djunaedi,  628,  55.43, , , CAN, , , , , , , , , , , 
Jonathan Loor Kutmon,  629,  55.33, , , AUT, , , , , , , , , , , 
Nicky Deltrap,  630,  54.94, , , NED, , , , , , , , , , , 
Shuhei Kiyomizu,  631,  54.84, , , JPN, , , , , , , , , , , 
Kota Iwasaki,  632,  54.76, , , JPN, , , , , , , , , , , 
Yuuma Ogawa,  633,  54.6, , 29, JPN, Regular, 169, Yokohama, hotakabokujyou skiing area, , , , , , , 
Jesse Willemsen,  634,  54.49, , , NED, , , , , , , , , , , 
Mitchell Krogt  Van Der,  635,  54.22, , , NED, , , , , , , , , , , 
Shu Tomabechi,  636,  54.19, , , JPN, , , , , , , , , , , 
Konrad Sonne,  637,  54.12, , , AUT, , , , , , , , , , , 
Felipe Banados,  638,  53.77, , , CHI, , , , , , , , , , , 
Yuki Ito,  639,  53.74, , , JPN, , , , , , , , , , , 
Mihail Minkov,  640,  53.35, , 16, BUL, , , , , , , , , , , 
Haavard Kongshem,  641,  52.97, , , NOR, , , , , , , , , , , 
Jonas Hasler,  642,  52.82, , , SUI, , , , , , , , , , , 
Colton McHatten,  643,  52.63, , , CAN, , , , , , , , , , , 
Daniel Volopich,  644,  52.48, , , CZE, , , , , , , , , , , 
Darek Bergmann,  645,  52.41,  | , 29, CZE, Regular, , Príchovice, , , , , , , , 
Marko Petrovski,  646,  52.23, , , MKD, , , , , , , , , , , 
Tim Gustavsson,  647,  51.53, , , NOR, , , , , , , , , , , 
Facundo Catriel Mendolia,  648,  51.38, , , ARG, , , , , , , , , , , 
Trey Montalvo,  649,  51.3, , , CAN, , , , , , , , , , , 
Martin Jozsa,  650,  51.24, , , SVK, , , , , , , , , , , 
Bailey Seymour,  601,  58.93, , 18, CAN, , , , , , , , , , , 
Olle Hed,  602,  58.88, , , SWE, , , , , , , , , , , 
Gage Selzler,  603,  58.83, , , CAN, , , , , , , , , , , 
Lys Fedorowycz,  604,  58.69, , , USA, , , , , , , , , , , 
Arnor Dagur Thoroddsson,  605,  58.68, , , ISL, , , , , , , , , , , 
Dayton Jones,  606,  58.66, , , CAN, , , , , , , , , , , 
Aron Snorri Davidsson,  607,  58.61, , , ISL, , , , , , , , , , , 
Romain Allemand,  608,  58.52, , , FRA, , , , , , , , , , , 
Zak Baikie,  609,  58.38, , , NZL, , , , , , , , , , , 
Ozbe Kuhar,  610,  57.92, , , SLO, , , , , , , , , , , 
Ole Christian Hagen,  611,  57.77, DC | Von Zipper | , 25, NOR, Regular, 175 cm, Kongsberg, Kongsberg, , , , , , , 
Phillip Hernler,  612,  57.64, , , AUT, , , , , , , , , , , 
Campbell Melville Ives,  613,  57.59, , , NZL, , , , , , , , , , , 
Connor George,  614,  57.56, , , CAN, , , , , , , , , , , 
Gabriel Sequeira,  615,  57.52, , , CAN, , , , , , , , , , , 
Liam Tynan,  616,  57.48, , , GBR, , , , , , , , , , , 
Aris Kyriazis,  617,  57.34, , , GER, , , , , , , , , , , 
Ryder Bollock,  618,  56.81, , , USA, , , , , , , , , , , 
Nagisa Fukada,  619,  56.72, , , JPN, , , , , , , , , , , 
London Albrecht,  620,  56.63, , , USA, , , , , , , , , , , 
Philip Landmark,  621,  56.63, 32 Snowboard Boots | Gnu | Icon Snowboards | , 28, SWE, Regular, , Leksand, , , , , , , , 
Tino Stojak,  622,  56.46, , , CRO, , , , , , , , , , , 
Kaleb Woodworth,  623,  56.02, , , CAN, , , , , , , , , , , 
Garrett Henderson,  624,  55.61, , , USA, , , , , , , , , , , 
Neko Reimer,  625,  55.55, , , NZL, , , , , , , , , , , 
Jake Niwa,  626,  55.54, , , CAN, , , , , , , , , , , 
Noah Brown,  627,  55.54, , , USA, , , , , , , , , , , 
Adam Djunaedi,  628,  55.43, , , CAN, , , , , , , , , , , 
Jonathan Loor Kutmon,  629,  55.33, , , AUT, , , , , , , , , , , 
Nicky Deltrap,  630,  54.94, , , NED, , , , , , , , , , , 
Shuhei Kiyomizu,  631,  54.84, , , JPN, , , , , , , , , , , 
Kota Iwasaki,  632,  54.76, , , JPN, , , , , , , , , , , 
Yuuma Ogawa,  633,  54.6, , 29, JPN, Regular, 169, Yokohama, hotakabokujyou skiing area, , , , , , , 
Jesse Willemsen,  634,  54.49, , , NED, , , , , , , , , , , 
Mitchell Krogt  Van Der,  635,  54.22, , , NED, , , , , , , , , , , 
Shu Tomabechi,  636,  54.19, , , JPN, , , , , , , , , , , 
Konrad Sonne,  637,  54.12, , , AUT, , , , , , , , , , , 
Felipe Banados,  638,  53.77, , , CHI, , , , , , , , , , , 
Yuki Ito,  639,  53.74, , , JPN, , , , , , , , , , , 
Mihail Minkov,  640,  53.35, , 16, BUL, , , , , , , , , , , 
Haavard Kongshem,  641,  52.97, , , NOR, , , , , , , , , , , 
Jonas Hasler,  642,  52.82, , , SUI, , , , , , , , , , , 
Colton McHatten,  643,  52.63, , , CAN, , , , , , , , , , , 
Daniel Volopich,  644,  52.48, , , CZE, , , , , , , , , , , 
Darek Bergmann,  645,  52.41,  | , 29, CZE, Regular, , Príchovice, , , , , , , , 
Marko Petrovski,  646,  52.23, , , MKD, , , , , , , , , , , 
Tim Gustavsson,  647,  51.53, , , NOR, , , , , , , , , , , 
Facundo Catriel Mendolia,  648,  51.38, , , ARG, , , , , , , , , , , 
Trey Montalvo,  649,  51.3, , , CAN, , , , , , , , , , , 
Martin Jozsa,  650,  51.24, , , SVK, , , , , , , , , , , 
Esteban Luengo,  651,  51.07, , , ARG, , , , , , , , , , , 
Cornelia Carlund,  652,  51.05, , , SWE, , , , , , , , , , , 
Sora Ozahata,  653,  51.03, , , JPN, , , , , , , , , , , 
Bjornjo Jenssen,  654,  50.95, , , NOR, , , , , , , , , , , 
Dexter Heninger,  655,  50.67, , , CAN, , , , , , , , , , , 
Skirnir Dadi Arnarsson,  656,  50.46, , , ISL, , , , , , , , , , , 
Barack Davidson,  657,  50.41, , , CAN, , , , , , , , , , , 
Raphaelê Bauer,  658,  50.39, , , FRA, , , , , , , , , , , 
Jakob Peter,  659,  50.24, , , GER, , , , , , , , , , , 
Hafsteinn Heimir Odinsson,  660,  50.23, , , ISL, , , , , , , , , , , 
Lukas Delago,  661,  50.21, , , GER, , , , , , , , , , , 
Fran Legac,  662,  50.17, , , CRO, , , , , , , , , , , 
Jadon Wiffen,  663,  50.09, , , CAN, , , , , , , , , , , 
Einar Agust Asmundsson,  664,  49.95, , , ISL, , , , , , , , , , , 
Petar Obradovic,  665,  49.88, , , SRB, , , , , , , , , , , 
Xinjie Jiang,  666,  49.86, , , CHN, , , , , , , , , , , 
Linus Angstl,  667,  49.8, , , GER, , , , , , , , , , , 
Sam Smits,  668,  49.59, , , CAN, , , , , , , , , , , 
Clay Copenhaver,  669,  49.57, , , USA, , , , , , , , , , , 
Aljaz Sladic,  670,  49.57, , , SLO, , , , , , , , , , , 
Cole Steendam,  671,  49.53, , , CAN, , , , , , , , , , , 
Edoardo Giovannini,  672,  49.51, , , ITA, , , , , , , , , , , 
Seongjun Choi,  673,  49.25, , , KOR, , , , , , , , , , , 
Ognjen Radulovic,  674,  49.22, , , SRB, , , , , , , , , , , 
Xavier Rodriguez,  675,  49.09, , 25, AND, , , , , , , , , , , 
Vladan Grkovic,  676,  48.94, , , SRB, , , , , , , , , , , 
Jake Westfall,  677,  48.93, , , USA, , , , , , , , , , , 
Seth Strobel,  678,  48.7, , , CAN, , , , , , , , , , , 
Kurt Layton,  679,  48.59, , 26, CAN, , , , , , , , , , , 
Riku Masuda,  679,  48.59, , , JPN, , , , , , , , , , , 
Kai Sato,  681,  48.52, , , JPN, , , , , , , , , , , 
Jack Armbruster,  682,  48.26, , , USA, , , , , , , , , , , 
Gonzalo Daniel Baez,  683,  48.13, , , ARG, , , , , , , , , , , 
Marcel Tarmann,  684,  48.13, , , AUT, , , , , , , , , , , 
David Kordiak,  685,  48.12, , 23, SVK, , , , , , , , , , , 
Angelo Gastl,  686,  48.07, , , AUT, , , , , , , , , , , 
Txema Mazet Brown,  687,  47.73, , , NZL, , , , , , , , , , , 
Yining Hui,  688,  47.72, , , CHN, , , , , , , , , , , 
Juuse Komsi,  689,  47.71, , , FIN, , , , , , , , , , , 
Tommy Osmond,  690,  47.68, , , GBR, , , , , , , , , , , 
Hayden Holland,  691,  47.54, , , CAN, , , , , , , , , , , 
Leon Bubic,  692,  47.49, , , CRO, , , , , , , , , , , 
Niels Valkenborgh,  693,  47.34, , , BEL, , , , , , , , , , , 
Marc Fux,  694,  46.98, , , GER, , , , , , , , , , , 
Asgeir Bjarni Eythorsson,  695,  46.75, , , ISL, , , , , , , , , , , 
Gian Sutter,  696,  46.74,  | , 21, SUI, Goofy, 1.80, Pfäffikon, Scuol Switzerland, , , , , , , 
Lennox Koenig,  697,  46.55, , , AUT, , , , , , , , , , , 
Timo Strolz,  698,  46.44, , , SUI, , , , , , , , , , , 
Koy Ernst,  699,  46.35, , , CAN, , , , , , , , , , , 
Lewis Bunce,  700,  46.27, , , CAN, , , , , , , , , , , 
Augusto Viscarro,  701,  46.19, , , ARG, , , , , , , , , , , 
Elias Haemaelaeinen,  702,  46.06, , , FIN, , , , , , , , , , , 
Svavar Zoega,  703,  45.91, , , ISL, , , , , , , , , , , 
Vladislav Petrov,  704,  45.89, , , RUS, , , , , , , , , , , 
Toma Shimizu,  705,  45.79, , , JPN, , , , , , , , , , , 
Ioannis Doumos,  706,  45.71, , , GRE, , , , , , , , , , , 
