riderName, position, points, sponsors, age, nationality, stance, height, residence, resort, website, facebook, twitter  
Koen McCorrister,  709,  30.49, , , CAN, , , , , , , , , , , 
Akira Takahashi,  710,  30.4, , , JPN, , , , , , , , , , , 
Sora Kudo,  711,  30.4, , , JPN, , , , , , , , , , , 
Kyoichiro Abe,  712,  30.34, , , JPN, , , , , , , , , , , 
Ben Beuchel,  713,  30.22, , , CAN, , , , , , , , , , , 
Bryce Doherty,  714,  30.2, , , CAN, , , , , , , , , , , 
Hidde Huet,  715,  30.18, , , NED, , , , , , , , , , , 
Ville Jukola,  716,  30.07, , , FIN, , , , , , , , , , , 
Koki Yokota,  717,  29.96, , , JPN, , , , , , , , , , , 
Astvaldur Ari Gudmundsson,  718,  29.95, , , ISL, , , , , , , , , , , 
Cesar Barin,  719,  29.65, , , FRA, , , , , , , , , , , 
Leonard Lech-Hernes,  720,  29.61, , , NOR, , , , , , , , , , , 
Natan Nidoumbe,  721,  29.29, , 15, FRA, , , Meauzac, , , , , , , , 
Lee-Jun Kweon,  722,  29.27, , 22, KOR, Regular, 5.9ft, , Welihili Park, none, none, www.twitter.com/none, , , , 
Egor Shmurikov,  723,  29.05, , , RUS, , , , , , , , , , , 
Elijah Pyle,  724,  29.03, , , USA, , , , , , , , , , , 
Ran Furuhashi,  725,  28.32, , , JPN, , , , , , , , , , , 
Jonah Deans,  726,  28.31, , , CAN, , , , , , , , , , , 
Vaclav Toman,  727,  28.27, , 17, CZE, Goofy, , Prague, , , , , , , , 
Mika Andenmatten,  728,  28.15, , 18, SUI, , , , , , , , , , , 
Daan Stam,  729,  28.04, , , GBR, , , , , , , , , , , 
Noah Wotton,  730,  28.01, , , NZL, , , , , , , , , , , 
Nicholas Bousbouras,  731,  27.83, , , USA, , , , , , , , , , , 
Jonathan Haude,  732,  27.73, , , AUT, , , , , , , , , , , 
Louis Martinez,  733,  27.68, , , FRA, , , , , , , , , , , 
Owen Thompson,  734,  27.62, , , CAN, , , , , , , , , , , 
Arnar Bjarki Bjorgvinsson,  735,  27.61, , , ISL, , , , , , , , , , , 
Johnny Duty,  736,  27.51, , , USA, , , , , , , , , , , 
Phillip Hernler,  737,  27.49, , , AUT, , , , , , , , , , , 
Dylan Laliberte,  738,  27.49, , , CAN, , , , , , , , , , , 
Tate Schiele,  739,  27.45, , , CAN, , , , , , , , , , , 
Aarni Harju,  740,  27.19, , , FIN, , , , , , , , , , , 
Leo Thoresen,  741,  27.19, , , GER, , , , , , , , , , , 
Toma Murakami,  742,  26.97, , , JPN, , , , , , , , , , , 
Toma Murakami,  742,  26.97, , , JPN, , , , , , , , , , , 
Gytis Vebra,  744,  26.88, , , LTU, , , , , , , , , , , 
Gytis Vebra,  744,  26.88, , , LTU, , , , , , , , , , , 
Joshua Agnew,  746,  26.76, , , AUS, , , , , , , , , , , 
Sumner Orr,  747,  26.71, , , USA, , , , , , , , , , , 
Yining Hui,  748,  26.68, , , CHN, , , , , , , , , , , 
Yoshikatsu Hirao,  749,  26.53, , , JPN, , , , , , , , , , , 
Vedran Laurenchikj,  750,  26.44, , , MKD, , , , , , , , , , , 
Travis Williams,  751,  26.4, , , CAN, , , , , , , , , , , 
Leon Bubic,  752,  26.31, , , CRO, , , , , , , , , , , 
Rhys Strobel,  753,  26.23, , , CAN, , , , , , , , , , , 
Max Barcons Antunes,  754,  26.11, , , AND, , , , , , , , , , , 
Lenart Maligoj,  755,  26.05, , , SLO, , , , , , , , , , , 
Masato Fuse,  756,  26.04, , , JPN, , , , , , , , , , , 
Mons Foss,  757,  25.99, , , NOR, , , , , , , , , , , 
Noel Broadbent,  758,  25.86, , , SUI, , , , , , , , , , , 
Luis Marchesi,  759,  25.75, , , SUI, , , , , , , , , , , 
Isaac Dalrymple,  760,  25.71, , , USA, , , , , , , , , , , 
Solomon Wynnyk,  761,  25.7, , , CAN, , , , , , , , , , , 
Kippei Kato,  762,  25.54, , , JPN, , , , , , , , , , , 
Giovanni Bertolini,  763,  25.52, , , ITA, , , , , , , , , , , 
Beck Lobben,  764,  25.49, , , USA, , , , , , , , , , , 
Ethan Rawdon-Harris,  765,  25.47, , , CAN, , , , , , , , , , , 
Pall Rist Aubergy,  766,  25.45, , , ISL, , , , , , , , , , , 
Enzo Palissier,  767,  25.43, , , FRA, , , , , , , , , , , 
Niklas Ebner,  768,  25.42, , , GER, , , , , , , , , , , 
Aitor Soto,  769,  25.38, , , ESP, , , , , , , , , , , 
Joshua Aarts,  770,  25.36, , , NED, , , , , , , , , , , 
Kaito Kotani,  771,  25.34, , , JPN, , , , , , , , , , , 
Vladan Grkovic,  772,  25.19, , , SRB, , , , , , , , , , , 
Miles Desjardin,  773,  25.1, , , CAN, , , , , , , , , , , 
Ruben Rosenfors,  774,  25.09, , , SWE, , , , , , , , , , , 
Kengo Kofuji,  775,  25.09, , , JPN, , , , , , , , , , , 
Leo Eichhorn,  776,  25.07, , , GER, , , , , , , , , , , 
Liam Garandel,  777,  25.06, , , FRA, , , , , , , , , , , 
Kaleb Woodworth,  778,  25.04, , , CAN, , , , , , , , , , , 
Benton Austin,  779,  24.82, , , USA, , , , , , , , , , , 
Niilo Silander,  780,  24.65, , , FIN, , , , , , , , , , , 
Toulouse Wuhrmann,  781,  24.65, , , SUI, , , , , , , , , , , 
Hafsteinn Heimir Odinsson,  782,  24.56, , , ISL, , , , , , , , , , , 
Tanner Kuch,  783,  24.42, , , USA, , , , , , , , , , , 
Lubpawath Chayametisurat,  784,  24.36, , , THA, , , , , , , , , , , 
Yoshito Okumura,  785,  24.32, , , JPN, , , , , , , , , , , 
Brodie Langill,  785,  24.32, , , CAN, , , , , , , , , , , 
Jure Seifried,  787,  24.31, , , SLO, , , , , , , , , , , 
Blake Stefanec,  788,  24.21, , , CAN, , , , , , , , , , , 
Nicolas Villegas,  789,  24.21, , , CHI, , , , , , , , , , , 
Nichlas Anderssen Gaulen,  790,  24.15, , , NOR, , , , , , , , , , , 
Keigo Fujiwara,  791,  24.11, , , JPN, , , , , , , , , , , 
Laurens Dekkers,  792,  24.04, , , NED, , , , , , , , , , , 
Lucio Romani,  793,  23.87, , , ARG, , , , , , , , , , , 
Christos Tsitsos,  794,  23.86, , , GRE, , , , , , , , , , , 
Nooa Kervinen,  795,  23.8, , , FIN, , , , , , , , , , , 
Moreno Baumann,  796,  23.76, , , SUI, , , , , , , , , , , 
Antonio Astillero,  797,  23.64, , , USA, , , , , , , , , , , 
Elias Frantisek,  798,  23.56, , , CZE, , , , , , , , , , , 
Stefan Jon Olafsson,  799,  23.43, , , ISL, , , , , , , , , , , 
Trey Montalvo,  800,  23.23, , , CAN, , , , , , , , , , , 
Ignacio Nicolas Martin,  801,  23.16, , , ARG, , , , , , , , , , , 
Jack Stygar,  802,  23.11, , , USA, , , , , , , , , , , 
Aljaz Sladic,  803,  23.04, , , SLO, , , , , , , , , , , 
Jack Sutton,  804,  23, , , CAN, , , , , , , , , , , 
Tyson Deslaurier,  805,  22.99, , , CAN, , , , , , , , , , , 
Domas Uzpolevicius,  806,  22.88, , , LTU, , , , , , , , , , , 
Jan Reznicek,  806,  22.88, , , CZE, , , , , , , , , , , 
Kai Yin,  808,  22.76, , , FIN, , , , , , , , , , , 
Eric Leiva,  809,  22.75, , , CHI, , , , , , , , , , , 
Wang Liwen,  810,  22.6, , , CHN, , , , , , , , , , , 
Song Sun,  810,  22.6, , , CHN, , , , , , , , , , , 
Jonas Städler,  812,  22.49, , , SUI, , , , , , , , , , , 
Roomeo Aalto,  813,  22.39, , , FIN, , , , , , , , , , , 
Rento Sakamoto,  814,  22.37, , , JPN, , , , , , , , , , , 
Wayu Inokuchi,  815,  22.37, , , JPN, , , , , , , , , , , 
Kira Konuma,  816,  21.94, , , JPN, , , , , , , , , , , 
Sota Matsumoto,  817,  21.83, , , JPN, , , , , , , , , , , 
Matteo Ganserer,  818,  21.74, , , GER, , , , , , , , , , , 
Jesse-Fin Groot,  819,  21.7, , , CAN, , , , , , , , , , , 
Hideki Matsuoka,  820,  21.65, , , JPN, , , , , , , , , , , 
Ermolai Uporov,  821,  21.64, , , RUS, , , , , , , , , , , 
John Phocas,  822,  21.61, , 20, USA, , , Virginia Beach, , , , , , , , 
Jan Clara,  823,  21.59, , , ESP, , , , , , , , , , , 
John Phocas,  822,  21.61, , 20, USA, , , Virginia Beach, , , , , , , , 
Kota Murakami,  825,  21.55, , , JPN, , , , , , , , , , , 
Cooper Provencher,  826,  21.54, , , USA, , , , , , , , , , , 
Theofilos Arvanitidis,  827,  21.5, , , GRE, , , , , , , , , , , 
Mateo Bravo,  828,  21.37, , , CAN, , , , , , , , , , , 
Aaro Voutilainen,  829,  21.35, , , FIN, , , , , , , , , , , 
Andre Tio,  830,  21.34, , , CAN, , , , , , , , , , , 
Maksim Suikov,  831,  21.23, , , RUS, , , , , , , , , , , 
Benjamin Rankin,  832,  21.2, , , USA, , , , , , , , , , , 
Kousuke Yasuda,  833,  21.11, , , JPN, , , , , , , , , , , 
Finlay Buttle,  834,  21.08, , , GBR, , , , , , , , , , , 
Hiroki Sakuma,  835,  21.07, , , JPN, , , , , , , , , , , 
Nikita Kurenkov,  836,  20.98, , , BLR, , , , , , , , , , , 
Alex Strachan,  837,  20.87, , , USA, , , , , , , , , , , 
Kentaro Okuyama,  838,  20.81, , , JPN, , , , , , , , , , , 
Solomom Wynnyk,  839,  20.74, , , CAN, , , , , , , , , , , 
Ransu Rutonen,  840,  20.37, , , FIN, , , , , , , , , , , 
Rafe Hudson,  841,  20.15, , , CAN, , , , , , , , , , , 
Ondrej Kalenda,  842,  20.12, , , CZE, , , , , , , , , , , 
Rafe Hudson,  841,  20.15, , , CAN, , , , , , , , , , , 
Limay Tagliaferro,  844,  20.01, , , AND, , , , , , , , , , , 
Hampus Stroem,  845,  19.95, , , SWE, , , , , , , , , , , 
Dmytro Luchkin,  846,  19.91, , , UKR, , , , , , , , , , , 
Ryan MacDuff,  847,  19.82, , , CAN, , , , , , , , , , , 
Lukas Pall Benjaminsson,  848,  19.74, , , ISL, , , , , , , , , , , 
Matias Otto Wolfsteller,  849,  19.67, , , ARG, , , , , , , , , , , 
Caleb Dhawornvej,  850,  19.61, , , USA, , , , , , , , , , , 
Konstantin Illi,  851,  19.61, , , GER, , , , , , , , , , , 
Lucas Leutola Diaz,  852,  19.46, , , FIN, , , , , , , , , , , 
Keaton Wowchuk,  853,  19.44, , , CAN, , , , , , , , , , , 
Dennis Angelillo,  854,  19.43, , , SUI, , , , , , , , , , , 
Chase Ashmore,  855,  19.42, , , CAN, , , , , , , , , , , 
Elliot Peeters,  856,  19.27, , , BEL, , , , , , , , , , , 
Rokas Grigaitis,  857,  19.13, , , LTU, , , , , , , , , , , 
Filip Lucky,  857,  19.13, , , CZE, , , , , , , , , , , 
Pim Wiesen,  859,  19.09, , , NED, , , , , , , , , , , 
Julian Ortega,  860,  19.07, , , CHI, , , , , , , , , , , 
Jack Elliston,  861,  18.97, , , USA, , , , , , , , , , , 
Dayton Jones,  862,  18.97, , , CAN, , , , , , , , , , , 
Martin Plch,  863,  18.93, , , CZE, , , , , , , , , , , 
Jimmy Coles,  864,  18.77, , , USA, , , , , , , , , , , 
Hideyuki Mizukoshi,  865,  18.72, , , JPN, , , , , , , , , , , 
Leo Schweizer,  866,  18.7, , , GER, , , , , , , , , , , 
Anzo Coletti,  867,  18.61, , , FRA, , , , , , , , , , , 
Kippei Shimizu,  868,  18.59, , , JPN, , , , , , , , , , , 
Toivo Silander,  869,  18.56, , , FIN, , , , , , , , , , , 
Christoph Holzinger,  870,  18.55, , , AUT, , , , , , , , , , , 
Francisco Ocariz,  871,  18.38, , , ARG, , , , , , , , , , , 
Benjamin Côté,  872,  18.32, , , CAN, , , , , , , , , , , 
Lasse Lehwald,  873,  18.22, , 22, DEN, Regular, 181 cm, , Mt.Diner, instagram.com/lasselehwald, , , , , , 
Bjartur Snaer Jonsson,  874,  18.05, , , ISL, , , , , , , , , , , 
Eliot Golay,  875,  17.94, , , SUI, , , , , , , , , , , 
Will Whitaker,  876,  17.94, , , CAN, , , , , , , , , , , 
Alessandro Di Matteo,  877,  17.76, , , ITA, , , , , , , , , , , 
Ellis Rempel,  878,  17.73, , , CAN, , , , , , , , , , , 
Chris Fava,  879,  17.68, , , CAN, , , , , , , , , , , 
Tobias Markl,  880,  17.57, , , CZE, , , , , , , , , , , 
Ozbe Kuhar,  881,  17.55, , , SLO, , , , , , , , , , , 
Gregory Coghlan,  882,  17.46, , , USA, , , , , , , , , , , 
Milco De Feo,  883,  17.43, , , ITA, , , , , , , , , , , 
Tristan Weiglin,  884,  17.41, , , CAN, , , , , , , , , , , 
Marc Cedillo,  885,  17.35, , , ESP, , , , , , , , , , , 
Daniel Pike,  886,  17.24, , , CAN, , , , , , , , , , , 
Jonas Hanslik,  887,  17.16, , , GER, , , , , , , , , , , 
Cash Cooper,  888,  17.03, , , CAN, , , , , , , , , , , 
Veeti Jurva,  889,  16.91, , , FIN, , , , , , , , , , , 
Veeti Jurva,  889,  16.91, , , FIN, , , , , , , , , , , 
Pawel Brunner,  891,  16.77, , , SUI, , , , , , , , , , , 
Drew Oberlander,  891,  16.77, , , USA, , , , , , , , , , , 
Dominick Pasutto,  893,  16.74, , , CAN, , , , , , , , , , , 
Rhune Cardineals,  894,  16.73, , , BEL, , , , , , , , , , , 
Haruto Sunaga,  895,  16.73, , , JPN, , , , , , , , , , , 
Kondratskyi Yevhen,  896,  16.69, , , UKR, , , , , , , , , , , 
Daniel Alkefjaerd,  897,  16.68, Dr.Zipe | , 22, SWE, Regular, , , , , , , , , , 
Ashton Gratton,  898,  16.59, , , CAN, , , , , , , , , , , 
Taisuke Yamane,  899,  16.57, , , JPN, , , , , , , , , , , 
Gabriel Irlandini,  900,  16.43, , , BRA, , , , , , , , , , , 
Bjorn Andri Sigfusson,  901,  16.42, , , ISL, , , , , , , , , , , 
George Bond,  902,  16.36, , , USA, , , , , , , , , , , 
Haruto Arai,  903,  16.33, , , JPN, , , , , , , , , , , 
Fraser Campbell,  904,  16.27, , , USA, , , , , , , , , , , 
Oriol Bayo,  905,  16.21, , , ESP, , , , , , , , , , , 
Kasin Humeny,  906,  16.21, , , CAN, , , , , , , , , , , 
Manel Garcia Sune,  907,  16.17, , , AND, , , , , , , , , , , 
Keizo Maeda,  908,  16.13, , , JPN, , , , , , , , , , , 
Jamie Hamlin,  909,  15.96, , , USA, , , , , , , , , , , 
Simon Karrer,  910,  15.91, , , AUT, , , , , , , , , , , 
Sebastian Murphy,  911,  15.83, , , CAN, , , , , , , , , , , 
Ollie Martin,  912,  15.81, , , USA, , , , , , , , , , , 
Damian Millinger,  913,  15.64, , , GER, , , , , , , , , , , 
Ondrej Susicky,  914,  15.58, , , CZE, , , , , , , , , , , 
Silas Postal,  915,  15.48, , , CAN, , , , , , , , , , , 
Pyry Posio,  916,  15.4, , , FIN, , , , , , , , , , , 
Brayden Abbott,  917,  15.35, , , CAN, , , , , , , , , , , 
Kirua Rejina,  918,  15.21, , , JPN, , , , , , , , , , , 
Corentin Briol,  919,  15.17, , , FRA, , , , , , , , , , , 
Kirua Rejina,  918,  15.21, , , JPN, , , , , , , , , , , 
Tatsuki Yoshida,  921,  15.14, , , JPN, , , , , , , , , , , 
Oliver Steen Ahlstrom,  922,  15.13, , , NOR, , , , , , , , , , , 
Callum Gelvezon,  923,  15.08, , , USA, , , , , , , , , , , 
Felix Zehetmaier,  924,  15.07, , , GER, , , , , , , , , , , 
Ari Eyland Gislason,  925,  14.87, , , ISL, , , , , , , , , , , 
Francisco Bello,  926,  14.78, , , ARG, , , , , , , , , , , 
Levi Scherman,  927,  14.74, , , CAN, , , , , , , , , , , 
Raito Kimoto,  928,  14.46, , , JPN, , , , , , , , , , , 
Airu Endo,  929,  14.42, , , JPN, , , , , , , , , , , 
Blake Hayen,  930,  14.41, , , USA, , , , , , , , , , , 
Holden Aberhart,  931,  14.34, , , CAN, , , , , , , , , , , 
Xavier Lopez Arruebo,  932,  14.26, , , AND, , , , , , , , , , , 
Bruno De San Jose,  933,  14.23, , , ESP, , , , , , , , , , , 
Austin Ranger,  934,  14.22, , , CAN, , , , , , , , , , , 
Erik Popma,  935,  14.06, , , CAN, , , , , , , , , , , 
Austin Ranger,  934,  14.22, , , CAN, , , , , , , , , , , 
Erik Jurmu,  937,  14.02, , , FIN, , , , , , , , , , , 
Austin Ranger,  934,  14.22, , , CAN, , , , , , , , , , , 
Hiroaki Nagara,  939,  14, , , JPN, , , , , , , , , , , 
Bosko Bradic,  940,  13.94, , , SRB, , , , , , , , , , , 
Cullen Medernach,  941,  13.93, , , CAN, , , , , , , , , , , 
Skirnir Dadi Arnarsson,  942,  13.85, , , ISL, , , , , , , , , , , 
Taiga Kato,  943,  13.81, , , JPN, , , , , , , , , , , 
Seita Amano,  944,  13.72, , , JPN, , , , , , , , , , , 
Ichinoshin Maruyama,  945,  13.6, , , JPN, , , , , , , , , , , 
Annan Riordan,  946,  13.52, , , USA, , , , , , , , , , , 
Noah Leece,  947,  13.44, , , CAN, , , , , , , , , , , 
Noah Leece,  947,  13.44, , , CAN, , , , , , , , , , , 
Owen Weiglin,  949,  13.42, , , CAN, , , , , , , , , , , 
Owen Weiglin,  949,  13.42, , , CAN, , , , , , , , , , , 
Koki Kitano,  950,  13.4, , , JPN, , , , , , , , , , , 
Felix Wieser,  952,  13.39, , , AUT, , , , , , , , , , , 
Arni Dagur Oddsteinsson,  953,  13.36, , , ISL, , , , , , , , , , , 
Carlos Molina,  954,  13.35, , , AND, , , , , , , , , , , 
Gus Danzl,  955,  13.28, , , AUT, , , , , , , , , , , 
Reese Edmonds,  956,  13.23, , , USA, , , , , , , , , , , 
Kairi Yamamoto,  957,  13.03, , , JPN, , , , , , , , , , , 
Madax Lheureux,  958,  12.96, , , CAN, , , , , , , , , , , 
Joseph Senner,  959,  12.92, , , USA, , , , , , , , , , , 
Shuta Imai,  960,  12.76, , , JPN, , , , , , , , , , , 
Onni Manninen,  961,  12.74, , , FIN, , , , , , , , , , , 
Taewook Kim,  962,  12.71, , , KOR, , , , , , , , , , , 
Anton Tio,  963,  12.71, , , CAN, , , , , , , , , , , 
Makai Gelvezon,  964,  12.7, , , USA, , , , , , , , , , , 
Max Avino,  965,  12.54, , , ESP, , , , , , , , , , , 
Ugo Pirolli,  966,  12.54, , , FRA, , , , , , , , , , , 
Mario Veselinor,  967,  12.51, , , BUL, , , , , , , , , , , 
Luca Koppenberg,  967,  12.51, , , SUI, , , , , , , , , , , 
Francesco Jogna-Prat,  969,  12.44, , , ITA, , , , , , , , , , , 
Benedikt Boesl,  970,  12.44, , , GER, , , , , , , , , , , 
Facundo Urbina,  971,  12.36, , , ARG, , , , , , , , , , , 
Fabian Nehring,  972,  12.33, , 14, GER, Regular, , Ludwigsfelde, , , , , , , , 
Daniil Stepanov,  973,  12.28, , , RUS, , , , , , , , , , , 
Petr Zverina,  974,  12.21, , , CZE, , , , , , , , , , , 
Rhett Hubner,  975,  12.21, , , CAN, , , , , , , , , , , 
Yuyang Dai,  976,  12.2, , , CHI, , , , , , , , , , , 
Nedim Pecanin,  977,  12.19, , , BIH, , , , , , , , , , , 
Shusuke Uchikata,  978,  12.18, , , JPN, , , , , , , , , , , 
Oscar Georgalli,  979,  12.07, , , NZL, , , , , , , , , , , 
Mario Da Cruz Antequera,  980,  12, , , AND, , , , , , , , , , , 
Curtis Dirksen,  981,  11.97, , , CAN, , , , , , , , , , , 
Tomoki Fujisawa,  982,  11.96, , , JPN, , , , , , , , , , , 
Arne Riedl,  982,  11.96, , , GER, , , , , , , , , , , 
Kazuhito Edamatsu,  984,  11.94, , , JPN, , , , , , , , , , , 
Jack Mallinson,  985,  11.93, , , CAN, , , , , , , , , , , 
Svavar Zoega,  986,  11.91, , , ISL, , , , , , , , , , , 
Spencer MacAulay,  987,  11.85, , , CAN, , , , , , , , , , , 
Marius Mathisen,  988,  11.85, , , NOR, , , , , , , , , , , 
Manuel Pastor,  989,  11.79, , , ESP, , , , , , , , , , , 
Gavin Soelter,  990,  11.73, , , USA, , , , , , , , , , , 
Max Goepel,  991,  11.69, , , GER, , , , , , , , , , , 
Kankuro Uehara,  992,  11.64, , , JPN, , , , , , , , , , , 
Finn Howell,  992,  11.64, , , CAN, , , , , , , , , , , 
Yuuya Komori,  994,  11.58, , , JPN, , , , , , , , , , , 
Veeti Still,  995,  11.55, , , FIN, , , , , , , , , , , 
Yuta Kaneko,  996,  11.5, , , JPN, , , , , , , , , , , 
Estin Bunnell,  997,  11.44, , , USA, , , , , , , , , , , 
Shohei Inagaki,  998,  11.43, , , JPN, , , , , , , , , , , 
Joel De Vries,  999,  11.37, , , NED, , , , , , , , , , , 
Filip Kalenda,  1000,  11.35, , , CZE, , , , , , , , , , , 
Daniel Chisholm,  1001,  11.32, , , CAN, , , , , , , , , , , 
Brett Suggitt,  1002,  11.31, , , CAN, , , , , , , , , , , 
Chase Borders,  1003,  11.28, , , USA, , , , , , , , , , , 
Matthew French,  1004,  11.25, , , USA, , , , , , , , , , , 
Florian Van Der Haven,  1005,  11.11, , , NED, , , , , , , , , , , 
Neo Haino,  1006,  11.08, , , JPN, , , , , , , , , , , 
Maxence Belmudes,  1007,  11.07, , , FRA, , , , , , , , , , , 
Ryosuke Hori,  1008,  11.04, , , JPN, , , , , , , , , , , 
Mathias Minarovic,  1009,  10.97, , , AUT, , , , , , , , , , , 
Alex Schelling,  1010,  10.91, , , SUI, , , , , , , , , , , 
Amira Nakagawa,  1011,  10.89, , , JPN, , , , , , , , , , , 
Jens Schneiderle,  1012,  10.85, , , GER, , , , , , , , , , , 
Taitten Cowan,  1012,  10.85, , , USA, , , , , , , , , , , 
Hiroto Nakai,  1014,  10.83, , , JPN, , , , , , , , , , , 
Jens Schneiderle,  1012,  10.85, , , GER, , , , , , , , , , , 
Shojin Kamata,  1016,  10.74, , , JPN, , , , , , , , , , , 
Shun Tasaki,  1017,  10.69, , , JPN, , , , , , , , , , , 
Jiri Netrh,  1018,  10.56, , , CZE, , , , , , , , , , , 
Arnar Smari Eidsson,  1019,  10.49, , , ISL, , , , , , , , , , , 
Brayden Coe,  1020,  10.45, , , CAN, , , , , , , , , , , 
Aarre Silander,  1021,  10.44, , , FIN, , , , , , , , , , , 
Braden Duty,  1021,  10.44, , , USA, , , , , , , , , , , 
Federico Giovannini,  1023,  10.43, , , ITA, , , , , , , , , , , 
Jesse James Parkinson,  1024,  10.41, Go Pro Cameras | Quiksilver | Skullcandy | , 14, AUS, Regular, , , , , , , , , , 
Chase Robertson,  1025,  10.36, , , CAN, , , , , , , , , , , 
Gabriel Tramolay,  1026,  10.33, , , FRA, , , , , , , , , , , 
Andres Aresson Sveinunggaard,  1027,  10.16, , , NOR, , , , , , , , , , , 
Petar Obradovic,  1028,  10.09, , , SRB, , , , , , , , , , , 
Haruyuki Sakaguchi,  1028,  10.09, , , JPN, , , , , , , , , , , 
Koga Hasu,  1030,  10.09, , , JPN, , , , , , , , , , , 
Phineas Jet Townsend,  1031,  10.04, , , USA, , , , , , , , , , , 
Adam Cohen,  1032,  10.02, , , CAN, , , , , , , , , , , 
Jiri Latal,  1033,  10.01, , , CZE, , , , , , , , , , , 
Alexander Strachan,  1034,  9.98, , , USA, , , , , , , , , , , 
Kilian Schöndorfer,  1035,  9.97, , , GER, , , , , , , , , , , 
Ludwig Von Hurter,  1036,  9.94, , , GER, , , , , , , , , , , 
Tobias Grübl,  1037,  9.91, , , AUT, , , , , , , , , , , 
Jacob Kucharski,  1038,  9.78, , , USA, , , , , , , , , , , 
Antoine Grand,  1039,  9.76, , , FRA, , , , , , , , , , , 
Rei Shimazaki,  1039,  9.76, , , JPN, , , , , , , , , , , 
Mitchell Schroeder,  1041,  9.65, , , USA, , , , , , , , , , , 
Emmit Desjardins,  1042,  9.65, , , CAN, , , , , , , , , , , 
Gion Schröter,  1043,  9.63, , , SUI, , , , , , , , , , , 
Koen Rinehart,  1044,  9.56, , , USA, , , , , , , , , , , 
Takaya Higuchi,  1044,  9.56, , , JPN, , , , , , , , , , , 
Kameron Zurek,  1046,  9.53, , , USA, , , , , , , , , , , 
Noah Thorkelsson,  1047,  9.48, , , NOR, , , , , , , , , , , 
Kaisei Tanaka,  1048,  9.43, , , JPN, , , , , , , , , , , 
Jimi Kauppila,  1049,  9.38, , , FIN, , , , , , , , , , , 
Sawyer Riley,  1050,  9.37, , , USA, , , , , , , , , , , 
Gregory Eckhardt,  1051,  9.35, , , SUI, , , , , , , , , , , 
Kai Holden,  1052,  9.35, , , CAN, , , , , , , , , , , 
Severin Bachmann,  1053,  9.31, , , GER, , , , , , , , , , , 
Owen O Neill,  1054,  9.28, , , USA, , , , , , , , , , , 
Johny Golinczak,  1055,  9.25, , , POL, , , , , , , , , , , 
Owen O Neill,  1054,  9.28, , , USA, , , , , , , , , , , 
Blai Tane,  1057,  9.14, , , ESP, , , , , , , , , , , 
Owen O Neill,  1054,  9.28, , , USA, , , , , , , , , , , 
Ivan Otri Petursson,  1059,  9.11, , , ISL, , , , , , , , , , , 
Hakuto Kitayama,  1060,  9.03, , , JPN, , , , , , , , , , , 
Ghady Aoun,  1061,  8.99, , , LIB, , , , , , , , , , , 
Ondrej Kucirek,  1061,  8.99, , , CZE, , , , , , , , , , , 
Ulrich Kristiansen Rue,  1063,  8.95, , , NOR, , , , , , , , , , , 
Nathan M-Wilcox,  1064,  8.9, , , CAN, , , , , , , , , , , 
Valentin Santillan Alonso,  1065,  8.89, , , ARG, , , , , , , , , , , 
Sho Yasuda,  1066,  8.88, , , JPN, , , , , , , , , , , 
Nick Serbu,  1066,  8.88, , , CAN, , , , , , , , , , , 
Uta Yanagihara,  1068,  8.86, , , JPN, , , , , , , , , , , 
Quinn Bachman,  1069,  8.84, , , CAN, , , , , , , , , , , 
Brandon Woyjeck,  1070,  8.83, , , USA, , , , , , , , , , , 
Haku Miyamura,  1071,  8.79, , , JPN, , , , , , , , , , , 
Drosos Karafyllias,  1072,  8.69, , , GRE, , , , , , , , , , , 
Simon Cookshaw,  1073,  8.67, , , CAN, , , , , , , , , , , 
Robin Valdmets,  1074,  8.65, , , FIN, , , , , , , , , , , 
Douglas Fay,  1075,  8.64, , , USA, , , , , , , , , , , 
Xenofon Graikos,  1076,  8.64, , , GRE, , , , , , , , , , , 
Vid Legac,  1077,  8.63, , , CRO, , , , , , , , , , , 
Rinto Mikuni,  1078,  8.58, , , JPN, , , , , , , , , , , 
Brady Seltzer,  1079,  8.56, , , CAN, , , , , , , , , , , 
Renner Fitzhugh,  1080,  8.55, , , USA, , , , , , , , , , , 
Renner Fitzhugh,  1080,  8.55, , , USA, , , , , , , , , , , 
Ho-Gwang Ok,  1082,  8.45, , 22, KOR, Goofy, , , , , , , , , , 
Renner Fitzhugh,  1080,  8.55, , , USA, , , , , , , , , , , 
Emile Beaulieu,  1084,  8.3, , , CAN, , , , , , , , , , , 
Yoshinori Konishi,  1085,  8.29, , , JPN, , , , , , , , , , , 
Liwen Wang,  1086,  8.2, , , CHN, , , , , , , , , , , 
Nicholas Trouskie,  1087,  8.2, , , USA, , , , , , , , , , , 
Jacob Tkachuck,  1088,  8.14, , , CAN, , , , , , , , , , , 
Efim Skvoznyakov,  1089,  8.09, , , RUS, , , , , , , , , , , 
Yusei Yaehata,  1090,  8.03, , , JPN, , , , , , , , , , , 
Godai Yokosawa,  1091,  8, , , JPN, , , , , , , , , , , 
Tim Jossen,  1092,  7.99, , , SUI, , , , , , , , , , , 
Mathise Zamora,  1093,  7.98, , , FRA, , , , , , , , , , , 
Ryota Suimitani,  1094,  7.95, , , JPN, , , , , , , , , , , 
Joey Lake,  1094,  7.95, , , CAN, , , , , , , , , , , 
